Categories|Name 1|Name 2|Phone|Address 1|Address 2
|KCW Mnanagement Inc.|Marie Callender's Restaurant and Bakery|(408)245-3710|751 E. El Camino Real|Sunnyvale CA 94087
|Tacolicious Palo Alto||9174464308|632 Emerson st|Palo Alto CA 94301
|Bernard Cartal DBA Joanie's Cafe||6503266505|405 California Ave|Palo Alto CA 94306
|SPECTRA COFFEE INC.||4084891384|5353 ALMADEN EXPRESSWAY SUITE H52|SAN JOSE CA 95118
|Hung Vuong Tofu and Vegetarian food, LLC||4084215056|1741 Berryessa Road, Suite B|San Jose CA 95133
|Thai Love You, Inc.|Thai Love You SJ|8312780526|6055 Meridian Ave. Suite 100|San Jose CA 95120
|KSGY,INC|SAKEBOMB SUSHI|8313345585|759 E EL CAMINO REAL|SUNNYVALE CA 94087
|Srikhundonr Investment Corporation|Erawan Thai Cuisine|4082683200|5945 Almade Expressway #150|San Jose CA 95120
|Gong Cha|Gong Cha|916-871-8984|1600 Saratoga Avenue|San Jose CA 95129
|MM Celino Corporation|Wienerschnitzel|4085807438|411 North Capitol Ave|San Jose CA 95133
|UME CHINESE FOOD|UME CHINESE FOOD|408.433.3333|2595 N FIRST STREET|SAN JOSE CA 95131
|Shu's Korean Restaurant||4082448531|3258 El Camino Real|Santa Clara CA 95051
|Katana sushi & sake|Katana sushi &s sake|4084728435|411 E El Camino Real|Sunnyvale CA 94087
|Su's Mongolian BBQ LLC||4089852958|1111 El Camino Real STE 2|Santa Clara CA 95050
|The Bywater LLC||7604732721|532 N. Santa Cruz Ave.|Los Gatos CA 95030
|House of Pho||9259898407|1852 Camden Ave|San Jose CA 95124
|Tasty Pizza Inc||4088168800|21000 Steven Creek Blvd   Suite 200|Cupertino CA 95014
|Sushi Mania||4082653929|1711 Branham Lane Suite A6|San Jose CA 95118
|Little India Cafe||408-823-5502|415 N. Mary Avenue Ste 101|Sunnyvale CA 94085
|Nick the Greek Bernal LLC||4084976009|125 Bernal Road, STE 90|San Jose CA 95119
|Starbucks Coffee Company||916-879-0380|1820 W Campbell Ave Ste B|Campbell, CA CA 95008
|Coupa Cafe SU||(650) 741-0588|571 Escondido Mall|Stanford CA 94305
|Denny's Restaurant||408 453 1497|1490 N First St|San Jose, CA CA 95112
|Van2 Restaurant Corp. DBA Pho Van Restaurant||(408) 567-9225|1555 Laurelwood STE. RD. #1|Santa Clara CA 95054
|Golden Gate Doughnuts|Krispy Kreme Doughnuts|650 254 0628|2146 Leghorn Street|Mountain View CA 94043
|Protege Restaurant Partners, LLC|Protégé|707.291.1607|250 S. California Avenue|Palo Alto CA 94306
|Salt & Straw||4085122500|2855 Stevens Creek Blvd., Ste. 1846|San Jose CA 95050
|Alamgir Singh|Chaats and Currys|4083290574|520 lawrence expressway 310|Sunnyvale CA 94085
|Dennys|parass restaurant group inc|408-436-8481|2077 north 1st st|sanjose CA 95131
|Off The Rails Brewing Co. (Pierino Holding Company)||408 773 9500|111 S Murphy Avenue|Sunnyvale CA 94086
|Starbucks Coffee Company||408-767-0112|2306 Almaden Road|San Jose CA 95125
|Coconut's Fish Cafe|Coconut's Fish Cafe|408-268-5956|20010 Stevens Creek Blvd.|Cupertino CA 95014
|Old Town Shanghai||650-278-9271|251 S Mary Ave #1|Sunnyvale CA 94086
|Cocohodo|Cocohodo Sunnyvale|408-247-8877|1082 E El Camino Real|Sunnyvale CA 94087
|Chipotle Mexican Grill||562-682-2653|4180 N 1st St Unit 60|San Jose CA 95134
|Chipotle Mexican Grill||562-682-2653|1645 Saratoga Ave Ste 10|San Jose CA 95129
|Fullfillment Systems, Inc. (Frankie, Johnnie & Luigi, Too)|Frankie, Johnnie & Luigi, Too!|408 990-6795|939 W. El Camino Real|Mountain View CA 94040
|River Rock Taproom Inc|River Rock Taproom|4084319659|155 S Murphy Ave|sunnyvale CA 94086
|SWAY TEA USA dba Cha Nung|Tea Plus|4088297562|2421 The Alameda Suite 101|Santa Clara CA 95050
|P.F. Changs Bistro||408-991-9078|390 W. El Camino Real|Sunnyvale CA 94087
|Quan Hue Restaurant||408 238 5502|1818 Tully Rd # 116|San Jose CA 95148
|Restaurant Shilla LLC|Restaurant Silla|408-826-2719|2910 El Camino Real|Santa Clara CA 95051
|Chipotle Mexican Grill||562-682-2653|1 South Market Street Ste 40|San Jose CA 95113
|South Bay Pizza Inc|IBU Taproom & Bottle Shop|4082624343|1422 Dempsey Rd|Milpitas CA 95035
|Saccomuro Corporation|La Pizzeria|408 775-5564|373 E Campbell Avenue|Campbell CA 95008
|La Niña Perdida LLC||4089637100|35 East main ave|Morgan Hill CA 95037
|China Delight Group, Inc.||(408) 985-8456|2362 Pruneridge Avenue|Santa Clara CA 95050
|Cafe 158||4088052818|1111 Lockheed  Martin way|Sunnyvale CA 94089
|Teaspoon||(650) 209-5071|4546 El Camino Real A11|Los Altos CA 94022
|Starbucks Incorporated||408-293-2362|695 COLEMAN AVE|San Jose CA 95110
|New Tung Kee Noodle House No. 2 Inc||408-263-8288|481 E. Calaveras Blvd|Milpitas CA 95035
|Starbucks Coffee Company||916-879-0380|200 Saratoga Ave|Santa Clara, CA CA 95050
|MJLP INC. DBA TEASPOON CAMPBELL|TEASPOON CAMPBELL|9252124245|1875 S. BASCOM AVE. #160|CAMPBELL CA 95008
|Jonty's||408-722-0517|17300 Depot St.|Morgan Hill CA 95034
|Firehouse No.1||4084973532|69 N San Pedro|San Jose CA 95110
|Fish’s Wild Fish Grill And More||310 384 3298|4180 N First Street|San Jose CA 95134
|Silicon Valley Restaurents Group|Pho Hoa Noodle Soups and Jazen|9164706067|3147 Mission Colleg Blvd,|Santa Clara Ca CA 95054
|Elevenfifty LLC|Elevenfifty new lounge and restaurant|4086939734|1150 Murphy ave suite D|San jose CA 95131
|SETO TEMPURA HOUSECRE|SETO TEMPURA HOUSE|408-478-1091|511 BORREGAS AVE|SUNNYVALE CA 94085
|Vietasia Restaurants|Vietasia Restaurants|4087172797|1296 E DUNNE ave|Morgan Hill CA 95037
|Vietasia Restaurants|Vietasia Restaurants|4087172797|1296 E DUNNE ave|Morgan Hill CA 95037
|Negeen Restaurant Inc.|Negeen Restaurant|4088666400|801 W. Hamilton|Campbell CA 95008
|Mos Breakfast and Burger Joint|Mos Campbell|408 359-4590|278 E Campbell Ave|Campbell CA 95008
|Burger Barn Restaurant, Inc||4086234912|2485 Forest ave|san Jose CA 95128
|Opa! Authentic Greek Cuisine|Opa! Santa Clara|408 359-4590|2722 Augustine Dr|Santa Clara CA 95054
|La victoria taqueria||4082978470|5015 almaden expressway|san jose CA 95118
|Burger King||916-248-15011|5154 Moorpark Ave|San Jose CA 95129
|Yummi Tea Cafe||669-235-5688|2191 Morrill Avenue|San Jose CA 95132
|Aviva Wine Associates LLC||650-223-9944|7423 Monterey Street|Gilroy CA 95020
|Lucys Mexican Grill|inc|408-227-1430|615 blossom  hill rd|san jose ca CA 95123
|Frujuice||408613-6969|No physical address|
|Madras Group Inc|Madras Cafe|4083737982|1177 W El Camino Real|Sunnyvale CA 94087
|Noah’s bagel||(408)249-9923|2380 El Camino Real|Santa Clara CA 95050
|DIM SUM KING INC||4087391551|824 W. EL CAMINO REAL|SUNNYVALE CA 94087
|Magoo's Pizza||408-377-6737|2360 S Bascom Ave #C|Campbell CA 95008
|Yummee Sandwiches||408-838-5900|472 W. Hamilton Ave.|Campbell CA 95008
|El BURRITO CRAZY||4086259865|EAST WILLIAMS St. AND SO 11th. St|SAN JOSE CA CA 95112
|BEIJING PAVILION INC.|TASTE GOOD CUPERTINO|5105858412|20916 HOMESTEAD RD|CUPERTINO CA 94587
|La victoria taqueria||408-297-8470|1415  N4th st|San jose CA 95112
|Tomatina LLC||408 380 0040|5245 Prospect Rd Suite 20|San Jose CA 95111
|Stone Stew||408 622 1067|4233 Moorpark Ave|San Jose CA 95129
|Gran Fiesta Corp (DBA) La fiesta Restaurant||650-793-6738|240 Villa Street|Mountain View CA 94041
|MELLIFLUOUS REALM INC|MERIT VEGAN RESTAURANT|408-821-2733|548 LAWRENCE EXPRESS WAY #2|SUNNYVALE CA 94085
|Brown 202 Inc|DBA KFC|408-238-8687|3288 S White Rd|San Jose CA 95148
|Next Wave Tea, Inc., dba Gong Cha Sunnyvale||(408) 685-2991|1641 Holllenbeck Ave.|Sunnyvale CA 94087
|Panda Express||4083348170|567 Coleman Avenue Suite 40|San Jose CA 95110
|JACK IN THE BOX||4084014511|697 curtner ave|san jose ca CA 95125
|el jalapeno crazy inc||(408)728-2932|354 N White rd|san jose CA 95127
|COCOTARO CORP|PHO PASSION & MINT TEA CO|669 268 9550|301 E SANTA CLARA ST UNIT A|SAN JOSE CA 95113
|Rick&Monica Inc|The Corner|6508238849|414 E William St Suite A|San Jose CA 95112
|MBHR Enterprises Inc.|IChaat Cafe|4082300279|1208 E. Arquez Avenue|Sunnyvale, CA CA 94085
|LK Tea And Grill inc|LK tea & Grill|4085655600|2780 Aborn Rd.|San Jose CA 95121
|Amaash Corporation||7077128426|393 East 10th Street|Gilroy, CA CA 95020
|Burrito Factory||408-440-4177|2055 Camden Ave|San Jose CA 95124
|Super Los Gatos LLC||4155252312|15991 Los Gatos Blvd|Los Gatos CA 95032
|Super Westgate LLC||4155252312|5399 Prospect Rd|San Jose CA 95129
|St. Michael's Alley, Inc||650 326-2530|140 Homer Ave|Palo Alto CA 94301
|Chaus Global Inc.|Burger king 7318|5109673532|1305 N Bascom Ave A|San Jose CA 95128
|Thai Chili Express||4088168479|304 E Santa Clara St, Unit D|San Jose, Ca CA 95113
|TRADICION TAPATIA TORTAS AHOGADAS||408-618-8958|2003 STORY RD UNIT 100|SAN JOSE CA 95122
|Next Wave Tea, Inc., dba Gong Cha Sunnyvale||(408) 685-2991|1641 Holllenbeck Ave.|Sunnyvale CA 94087
|Panda Express||4083348170|567 Coleman Avenue Suite 40|San Jose CA 95110
|Koi Palace - Milpitas||(408)771-8415|768 Barber Ln|Milpitas CA 95122
|Sweet Fix Creamery LLC||408-791-6083|2715 Mckee Road|San Jose CA 95127
|JACK IN THE BOX||4084014511|697 curtner ave|san jose ca CA 95125
|Eve's Lounge||(669)226-1684|1900 Aborn Rd.|San Jose CA 95121
|Roshan R Inv|Emperor Of India|5105858469|5825 cottle rd|san jose CA 95123
|Round Table Pizza||408-245-5905|860 Old San Francisco Rd.|Sunnyvle CA 94086
|COCOTARO CORP|PHO PASSION & MINT TEA CO|669 268 9550|301 E SANTA CLARA ST UNIT A|SAN JOSE CA 95113
|Pingan International Inc|Ma's Restaurant|4084396808|1715 Lundy Ave #168|San Jose CA 95131
|BEIJING PAVILION INC.|TASTE GOOD CUPERTINO|5105858412|20916 HOMESTEAD RD|CUPERTINO CA 94587
|La victoria taqueria||408-297-8470|1415  N4th st|San jose CA 95112
|Tomatina LLC||408 380 0040|5245 Prospect Rd Suite 20|San Jose CA 95111
|Tether ent inc|Subway sandwiches|4084391385|14777 Los Gatos Blvd|Los Gatos  Ca CA 95008
|Stone Stew||408 622 1067|4233 Moorpark Ave|San Jose CA 95129
|Gran Fiesta Corp (DBA) La fiesta Restaurant||650-793-6738|240 Villa Street|Mountain View CA 94041
|MELLIFLUOUS REALM INC|MERIT VEGAN RESTAURANT|408-821-2733|548 LAWRENCE EXPRESS WAY #2|SUNNYVALE CA 94085
|Dominos pizza||(408) 842-6970|1255 1st st|Gilroy CA 95020
|Wall 273 Inc|DBA KFC|408-274-4053|2415 S King Rd|San Jose CA 95122
|ANTOINE PATISSERIE, LLC|ANTON SV PATISSERIE|6502737357|1969 OTOOLE WAY|SAN JOSE CA 95131
|Oren's Hummus Shop||615-879-4685|261 University Ave. OHS|Palo Alto CA 94301
|el jalapeno crazy inc||(408)728-2932|354 N White rd|san jose CA 95127
|El Taco de Oro||6507993471|5220 North First Street|Alviso CA 95002
|DENNYS||4087715514|910 SARATOGA AV|San Jose CA 95129
|Hoagie Steak Out||4082868811|304 South 3rd ST|San Jose CA 95112
|Masa's Sushi Inc|Masa's Sushi & Grill|650 533 4425|2210 South Bascom Ave.|Campbell CA 95008
|Rick&Monica Inc|The Corner|6508238849|414 E William St Suite A|San Jose CA 95112
|MBHR Enterprises Inc.|IChaat Cafe|4082300279|1208 E. Arquez Avenue|Sunnyvale, CA CA 94085
|Mac Acquisition LLC|Romano's Macaroni Grill|303-551-5127|110 Ranch Drive|Milpitas CA 95035
|ITO Inc. dba Kikka|Kikka at Lunardi's Campbell|408-667-8599|2666 S Bascom Ave|San Jose CA 95124
|Denny's Restaurant||408-262-9090|333 South Abbott Avenue|Milpitas CA 95035
|L88K Baskin Robbins 2015||6509647633|703 E El Camino Real|Mountain View CA 94040
|Banquets to Barbecues, LLC|Little Lou's BBQ|408 796-7852|2455 Winchester Blvd|Campbell CA 95008
|Fleming's Prime Steakhouse & Wine Bar||786-877-4887|2762 Augustine Drive, Suite 110|Santa Clara CA 95050
|Punjab Cafe||4089210800|322 E Santa Clara Street|San Jose CA 95113
|Restaurant y pupuseria El Aguila|El Aguila|4085097555|1615 Mckee Rd|San jose CA 95116
|Sushirrito||415-529-0544|448 University Ave|Palo Alto CA 94301
|Tommy Thai Authentic Thai Cuisine||6506691276|1482 W. El Camino Real|Mountain View CA 94040
|The Counter Cupertino LP|The Counter|(408) 477-2917|20080 Stevens Creek Boulevard Suite 100|Cupertino CA 95014
|Genji Inc of California|House of Genji|408-453-8127|1335 N 1st St|San Jose CA 95112
|The Pho Cabin|The Pho Cabin|(650) 917-1328|200 State Street|Los Altos CA 94022
|Fish Six Restaurant Corp (dba The Melt)|The Melt|6504614450|180 El Camino Real|Palo Alto CA 94304
|FIRE WINGS STORY RD LLC|FIRE WINGS|916-307-7642|779 STORY RD STE #30|SAN JOSE CA 95122
|EL TORO TACOS||408.849.5396|15011 LOS GATOS BLVD|LOS GATOS CA 95032
|Fast Pizza Delivery||6509613278|327 Moffett Bluv. STE J|Mountain View CA 94043
|Yew Lock LLC|OMG Tea|5109120643|1171 Homestead Road suite 115|Santa Clara CA 95050
|Sushirrito||415-529-0544|448 University Ave|Palo Alto CA 94301
|Punjab Cafe||4089210800|322 E Santa Clara Street|San Jose CA 95113
|Wingstop||(408)227-9464|5730 Cottle Rd St.130|San Jose CA 95123
|Tommy Thai Authentic Thai Cuisine||6506691276|1482 W. El Camino Real|Mountain View CA 94040
|The Counter Cupertino LP|The Counter|(408) 477-2917|20080 Stevens Creek Boulevard Suite 100|Cupertino CA 95014
|JIB Restaurant Group, Inc.|Jack in the Box #3467|4083861289|3465 Homestead Rd|Santa Clara CA 95051
|JACKSON DONUTS||4082595256|140 S. JACKSON AVE.|SAN JOSE CA 95116
|TV SWEET CORNER CORPORATION|BAMBU DESSERTS AND DRINKS|4088599733|89 S Park Victoria Dr|Milpitas CA 95035
|Carl's Jr.||408-243-4700|2221 Tasman Dr.|Santa Clara CA 95054
|Kakaroto Japanese Restaurant||415-309-2817|743 W Dana Street|Mountain View CA 94041
|Barn Thai Restaurant||(408) 732-3319|921 East Duane Ave.|Sunnyvale CA 94085
|BBH NOODLE||(408) 646-5497|1203 East Calaveras Blvd|Milpitas CA 95035
|Teasociety||4089638473|1658 E Capital Exp|San Jose CA 95121
|Urban Tea Cafe||4089638473|1310 Tully Rd Ste 108|San Jose CA 95123
|Stager Construction||4085643234|707 1st st|gilroy CA 95020
|ENRIQUE 85 INC|KFC|5106568260|190 FRANCISCO LANE|FREMONT CA 94539
|jallorina 256 inc||408 272-2900|2342 story rd|san jose CA 95122
|Boston Market #1300||(650) 438-3136|2006 El Camino Real|Santa Clara CA 95050
|Le Moulin||408-942-1790|1758 N Milpitas Blvd|Milpitas CA 95035
|Bar Bay Grill||4158129333|375 H Saratoga Ave.|San Jose CA 95129
|Super Donut||(408)-829-7929|193-B Welburn Ave|Gilroy CA 95020
|New Samkee restaurant||4082700788|1942 aborn rd|San jose CA 95121
|Mayflower South Bay Inc.|Mayflower Seafood Restaurant|408-922-2700|428 Barber Lane|Milpitas CA 95035
|BOSSMAN'S PIZZA||4082817337|418 W CAPITOL EXP WAY|SAN JOSE CA 95136
|BOTANERO||(408)544-0126|549 W. JULIAN ST.|SAN JOSE CA. CA 95110
|Tian Fu Hua Restaurant Group|New Port Restaurant|408-821-0279|1686 S. Wolfe Road|Sunnyvale CA 94087
|SENIORES PIZZA||4156015834|940 MONROE|SANTA CLARA CA 95050
|Benedicts Cafe & Bar||408-269-1005|5365 Camden Ave.|San Jose CA 95124
|GJH FOODS LLC DBA Tandoori Flames|Tandoori Flames|408-472-4795|110 Cochrane Plaza|Morgan Hill CA 95037
|DYNASTY CHINESE SEAFOOD RESTAURANT CORP|DYNASTY SEAFOOD RESTAURANT|4086670998|1001 STORY ROAD|SAN JOSE CA 95122
|Taqueria La Bmaba||6509672659|580 N Rengstorff Ave|Mountain View CA 94043
|The Junction|The Junction Forever LLC|9253449780|47300 Mines Road|Livermore CA 94550
|TUONG VI ICE CREAM & CAFE|TUONG VI CAFE|4082390899|2485 ALVIN AVE|SAN JOSE CA 95121
|El Grullo Taqueria||408-966-5980|198 S King Rd|San Jose CA 95116
|McKee Orient Express|n/a|415 676-7365|1657 McKee Road #60|San Jose CA 95116
|King kong ny pizza||4088267761|4622 meridian av|San jose ca CA 95124
|MLJ & Family|Crepevine Restaurant|650-969-6878|300 Castro st|Mountain View CA 94041
|ATM TEA BAR LLC||4086852305|165 S MURPHY AVE STE D|SUNNYVALE CA 94086
|Bc San Jose Almaden LLC||4085061284|1375 blossom hill road 66|San Jose CA 95118
|Starbucks Coffee Companu||(916)879-0380|3055 Olin Avenue Ste 1025|San Jose CA 95128
|Starbucks Coffee Company||(916)879-0380|12960 Saratoga-Sunnyvale Rd|Saratoga, CA CA 95070
|CRA CUISINE LLC|CRA CUISINE|650-622-6938|2339 CALIFORNIA ST|MOUNTAIN VIEW CALIFORNIA CA 94040
|Chez TJ, Inc.|Chez TJ|(650)964-7466|938 Villa Street|Mountain View CA 94041
|Vons chicken San Jose||4088243838|3730 n. 1st #145|San Jose CA 95134
|Hao Zhu Yi Inc dba Cooking Papa||408-247-3748|2830 Homestead Road|Santa Clara CA 95051
|Khun Nine Thai Cuisine Corporation||4089529612|1810 Milmont Dr|Milpitas CA 95035
|Pooya Inc|Round Tabe Pizza Giroy|408-607-8823|815 First Street|Gilroy CA 95020
|Bobbi's Cafe||201-838-6199|1361 S De Anza Blvd|Cupertino CA 95014
|DVK Investments XI|Subway 60712|4083158439|927 E Arques Ave|Sunnyvale CA 94085
|RMV FOODS INC.|Popeyes Louisiana Kitchen|4089738999|1551 Saratoga Avenue|San Jose CA 95129
|Tacos Los 3 Hermanos|Tacos Los 3 Hermanos|408-661-1566|199 Willow St|San Jose, CA CA 95110
|Legacy Social House LLC||4084025111|21 College Ave|Los Gatos CA 95030
|New Great Wall Sj||4088332085|1455 Bird Avenue|San Jose CA 95125
|3 Hermanos Mexican Grill|3 Hermanos Mexican Grill|408-466-7406|387 South 1 St, Suite 105|San Jose CA 95113
|MH Heredia Corporation|Wienerschnitzel|4088357157|902 East Santa Clara|San Jose CA 95116
|juice co. LG, Inc.|juice co. LG|408-819-1558|155 N. Santa Cruz Ave #C|Los Gatos CA 95030
|Casa Lupe 2||4087392900|671 s Bernardo ave|Sunnyvale CA 94087
|Terra Nova Industries||925-407-5122|2855 Stevens Creek Blvd, suit #1748|Santa Clara CA 95050
|Robee’s Falafel Inc.|Robee’s Falafel|4089955077|87 N San Pedro st|San Jose CA 95110
|Howie's Artisan Pizza||(650)327-4992|855 El Camino Real Suite #60|Palo Alto CA 94301
|O.M., Inc. dba Aqui Cal-Mex Restuarant||408.882.0250 Ex 18|5679 Snell Ave.|San Jose CA 95123
|Kronos LLC|Dio Deka|(408) 354-7700|210 E Main St|Los Gatos CA 95030
|Buffalo Wild Wings||408-3631690|859 Blossom Hill Road|San Jose CA 95123
|Taste of China||4085134260|1659 Branham Lane #I|San Jose CA 95120
|ROUND TABLE PIZZA||408-732-6670|665 S BERNARDO AVE|SUNNYVALE CA 94086
|Los Gatos Cafe Uptown||408-313-4647|15662 Los Gatos Blvd.|Los Gatos CA 95032
|Tapas Tokki||4083686779|1998 Homestead rd. #113|Santa Clara CA 95050
|Goku Korean BBQ and Hot Pot||8127564088|3085 Meridian Ave|San Jose CA 95124
|Sidelines Sports Bar and Grill||408-600-6141|7028 Santa Teresa Blvd|San Jose CA 95119
|Pagoda House||408-472-5026|!48 West Alma Avenue STE A|San Jose CA 95110
|ISP2 Sunnyvale, Inc. DBA Ike's Love & Sandwiches|Ike's Love & Sandwiches|310-714-9380|1253 W El Camino Real Suite A|Sunnyvale CA 94087
|Starbucks Coffee Company||925-222-1233|2000 El Camino Real|Palo Alto CA 94306
|Tasty Donuts||(408)648-6660|485 Saratoga Ave.|SAN JOSE CA 95129
|Chiu & Company, LLC|House of Bagels|408-579-9597|5297 Prospect Rd #20|San Jose CA 95129
|Yang BBQ||9259988686|10831 N. Wolfe Rd|Cupertino CA 95014
|Hi Acai Bar LLC|Sticks n' Greens|4087990652|387 S 1st st, 117|San Jose CA 95113
|Joe & The Juice SFO LLC||415-770-8761|180 El Camino Real, Unit L200|Palo Alto CA 94304
|Big Al's|NA|925-344-1916|27 Ranch Drive|Milpitas CA 95035
|United Systems Culinary Management LLC|Yamigrill|5104498368|699 Calderon Ave|Mountain View CA 94041
|Taplands, LLC|Taplands|415-305-7750|1171 Homestead Rd. #110|Santa Clara CA 95050
|LuLu's at The Pruneyard|LuLu's at The Pruneyard|6505752772|1875 S. Bascom ave #165|Campbell CA 95008
|Sky Delicasies|Cafe San Jose|408-265-3020|1583 Meridian Ave Ste A|San Jose CA CA 95125
|Starbucks||408-763-1082|15569 Union Avenue|Los Gatos CA 95032
|Rosy's at the Beach|Rosy's at the Beach|408/778-0551|17320 Monterey Road|Morgan Hill CA 95037
|AMARIN THAI CUISINE #1, INC.|AMARIN THAI CUISINE|4088240906|174 CASTRO STREET|MOUNTAIN VIEW CA 94041
|TWM INDUSTRIES (Carl’s Jr)||(650) 966-1599|209 E. Middlefield road|Mountain view CA 94043
|pretzel Power Inc||408-934-0113|653 Great Mall drive|Milpitas CA 95035
|McDonald's||8316379683|7150 Camino  Arroyo|Gilroy CA 95020
|McDonalds|Cam-Bas Inc|408-238-4321|3221 S White Road|San Jose CA 95148
|Yuri Sushi, Inc||4082707993|3236 S White Rd|San Jose CA 95148
|Bistro Elan|Bistro Elan|650 711439|2363 A Birch St|Palo Alto CA 94306
|Joshua Wong|Shabu House Milpitas|408-262-7888|1191 E Calaveras Blvd|Milpitas CA 95035
|Purple Onion, Inc.|purple onion cafe|408 354.4125|26 East Main Street|Los Gatos CA 95030
|DoppioZero||408 863 0308|10088 North Wolfe Rd|Cupertino CA 95014
|Cellar Resources|Wine Cellar Restaurant|408-354-4808|50 University Avenue|Los Gatos CA 95030
|Mo's Breakfast and Burger Joint|Mo's Campbell|408 359-4590|278 E Campbell Ave|Campbell CA CA 95008
|Baskin Robbins #2369||408-776-8037|230 Cochrane Plaza|Morgan Hill CA 95037
|Lock Chun Restaurant Inc||(408)249-2784|4495 Stevens Creek Blvd|Santa Clara CA 95051
|Doppio Zero MV LP|Doppio Zero|4155180214|160 Castro Street|Mountain View CA 94041
|Starbucks Corporation||408-293-9945|150 South First Street #135A|San Jose CA 95113
|Texas Turkeys Inc.|Armadillo Willy's BBQ|650-469-1293|2071 Camden Ave|San Jose CA 95124
|McDonalds|Cam-Bas Inc|408-955-0200|1398 W San Carlos Street|San Jose CA 95126
|tongxin LLC|Rice+Noodles Asian Kitchen|4083782234|930 W. Hamilton Ave, #110|Campbell CA 95008
|Bun Bo Hue An Nam||(408) 622-6222|3005 Silver Creek Rd #114|San Jose CA 95121
|Chipotle Mexican Grill||562-682-2653|640 Blossom Hill Road|Los Gatos CA 95032
|VRSV ONE INC||7272767546|3151 mission college blvd|Santa Clara CA 95054
|Dumpling Capital||408-249-9888|5075 Stevens Creek Blvd Ste 10|Santa Clara CA 95051
|Pizz'A Chicago||9254003843|1576 Halford Ave|Santa Clara CA 95051
|Aquat LLC-T4 Story Road|T4|408-816-7213|969 Story Road #6081|San Jose CA 95122
|Soniq Six Corporation|Good Karma Artisan Ales & Cafe|408 914-5152|37 S 1st St|San Jose CA 95113
|PAPA JOHNS||4089717272|1360 THE ALAMEDA, SUITE 12.|SAN JOSE CA 95126
|State of Mind Public House and Pizzeria LLC||6503835210|101 Plaza North|Los Altos CA 94022
|Mama Mia's Inc|Mama Mia's in Campbell|408-391-1284|200 East Hamilton ave|Campbell CA 95008
|Tofu Plus|Tofu Plus|310-894-1110|10971 N. Wolfe Rd|Cupertino CA 95014
|SAR California Holdco Inc. dba Sarku Japan||4082045373|Great Mall, 447 Great Mall Dr, FC-14|Milpitas CA 95035
|yi fang fruit tea||5105986298|1147 s de anza blvd|san jose CA 95129
|Chiu 203 INC|DBA KFC|408-720-8586|1695 Hollenbeck Ave|Sunnyvale CA 94087
|Clair & Paula 234 Inc|DBA KFC|408-246-8924|1065 E El Camino Real|Sunnyvale CA 94087
|Hernan & Ana 283 Inc|DBA KFC|408-374-3890|1805 Winchester Blvd|Campbell CA 95008
|Dorian 230 Inc|DBA KFC|650-589-9860|950 El Camino Real|Milbrae CA 94030
|Jake's Restaurant||408-257-5858|12175 Saratoga Sunnyvale Raod|Saratoga CA 95070
|Alano Club of San Jose||408-830-6339|1122 Fair ave|San Jose CA 95122
|Frozen Ninja LLC|Frozen Ninja|4086937778|1659 N Capitol Ave|San Jose CA 95111
|Taqueria Lorena's Inc.|Taqueria Lorena's|408-460-4012|854 N. 13TH STREET|San Jose CA 95148
|Little Caesars||4087064517|1340 B first St|Gilroy CA 95020
|Amato Pizzeria||408 857 2131|6081 Meridian Ave|San Jose CA 95120
|jewel of india||4089295117|2634 alum rock ave|san jose CA 95116
|lee's sandwiches||408-281-9060|4060 monterey road|san jose CA 95111
|OSD Construction, Inc.||4085167446|2855 Stevens Creek Blvd Suite#2327|Santa Clara CA 95050
|Pangenera LLC||650-968-2066|1035|Mountain View CA 94041
|VMP ELCAMINO INC|VIA MIA PIZZA|408 892 8810|16990 MONTEREY ST|MORGAN HILL CA 95037
|manakamana catering and events|aroma house|415412645|903 e elcamino real # 1|mountain view CA 94040
|Round Table Pizza||4082627822|1271 E Calaveras Blvd|Milpitas CA 95035
|#1Restaurant)|Ilbungee|408)914-5526|2325 El Camino real #103|Santa clara CA 95050
|Healthy Food Corp|Subway Sandwiches|408-234-9835|1803 E Capitol Expressway|San Jose CA 95121
|Philz Coffee|Not Applicable|4088193819|1976 South Bascom Avenue|Campbell CA 95008
|Burrito Factory||408-440-4177|4750 Almaden Expy|San Jose CA 95118
|Harumi Sushi||4086582154|19754 Stevens Creek BLVD|Cupertino CA 95014
|Vito's NY Trattoria, INC|Vito's Trattoria|408-453-1000|90 Skyport Dr Suite 160/170|San Jose CA 95110
|VISHNUJI KI RASOI||4086444279|151 E EL CAMINO REAL|SUNNYVALE CA 94087
|KINK Restaurant Partners, LLC|SHIMOFURI JAPANESE BBQ|7147857289|260 S Abel St|Milpitas CA 95035
|T Bird's Pizza||4083952525|444 N santa Cruz Ave|Los Gatos CA CA 95030
|Tastea LLC [Winterfell]|Tastea|949-290-9296|114 E El Camino Real|Sunnyvale CA 94087
|Biryani Stop||4088360732|2565. N 1st Street|San Jose CA 95131
|TACO BELL||8315248128|995  FIRST ST|GILROY CA 95020
|Gibbs 129 Inc|DBA KFC|831-449-5069|2050 N Main St|Salinas CA 93906
|Living Room Coffee Craft||408-370-4342|1711 Winchester Blvd|Campbell, CA CA 95008
|Pho Y #1 Noodle House, Inc.||408-274-1769|1660 E. Capitol Exwy|San Jose CA 95121
|ENRIQUE 185 INC||5106568260|190,FRANCISCO LANE|FREMONT CA 94539
